dataset_index,path,true_class,predicted_class,original_brightness
841,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0901_165821_014 1936_0.jpg,A-6b,A-2,114.99410247802734
843,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0901_173251_015 0188_0.jpg,A-6b,A-6a,129.8613739013672
844,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0901_173251_015 0852_0.jpg,A-6b,A-6a,55.64004135131836
846,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 0105_0.jpg,A-6b,A-6a,116.06846618652344
848,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 0864_0.jpg,A-6b,A-12a,93.14541625976562
849,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 0865_0.jpg,A-6b,A-6a,111.99073028564452
851,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 1548_0.jpg,A-6b,A-6a,84.19011688232422
853,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 2041_0.jpg,A-6b,A-6a,100.30309295654295
855,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0920_161014_042 0534_0.jpg,A-6b,A-4,37.04265594482422
856,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0922_153729_042 0899_0.jpg,A-6b,A-2,41.60774612426758
857,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_153929_042 0576_0.jpg,A-6b,A-2,42.72345733642578
858,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_153929_042 0913_0.jpg,A-6b,A-2,121.77657318115234
859,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_153929_042 1400_0.jpg,A-6b,A-2,145.84677124023438
860,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_153929_042 1433_0.jpg,A-6b,A-2,109.0670928955078
861,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_153929_042 1768_0.jpg,A-6b,A-2,83.37089538574219
862,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_161359_043 0332_0.jpg,A-6b,A-2,98.3725128173828
863,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_161359_043 1025_0.jpg,A-6b,A-2,158.41416931152344
871,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0929_143436_042 1800_0.jpg,A-6b,A-6a,146.34698486328125
873,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0929_150907_043 0043_0.jpg,A-6b,A-20,149.1068572998047
874,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1132_0.jpg,A-6c,A-20,192.87240600585935
875,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1133_0.jpg,A-6c,A-20,192.55845642089844
876,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1343_0.jpg,A-6c,A-6a,57.99933624267578
877,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1612_0.jpg,A-6c,A-12a,174.32577514648438
878,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1613_0.jpg,A-6c,A-6a,168.90736389160156
879,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1667_0.jpg,A-6c,A-20,152.90762329101562
880,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1668_0.jpg,A-6c,A-6b,93.36685943603516
881,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1966_0.jpg,A-6c,A-6a,112.76644897460938
882,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 2000_0.jpg,A-6c,A-6b,129.56329345703125
883,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_150032_004 0532_0.jpg,A-6c,A-3,113.42031860351562
884,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_150032_004 0533_0.jpg,A-6c,A-6a,110.5821304321289
885,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_150032_004 0584_0.jpg,A-6c,A-12a,179.09011840820312
886,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_150032_004 0585_0.jpg,A-6c,A-6a,181.28536987304688
887,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0726_185626_003 976_0.jpg,A-6c,A-4,230.69749450683597
888,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_155001_003 1343_0.jpg,A-6c,A-6b,192.0492401123047
890,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_155001_003 1855_0.jpg,A-6c,A-6b,167.08609008789062
892,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_162432_004 0115_0.jpg,A-6c,A-6a,130.2905731201172
893,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_162432_004 0145_0.jpg,A-6c,A-6b,123.95538330078124
894,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_162432_004 0657_0.jpg,A-6c,A-12a,131.40390014648438
895,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_162432_004 0658_0.jpg,A-6c,A-6a,152.10760498046875
896,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_162432_004 0710_0.jpg,A-6c,A-6a,175.82493591308594
897,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0811_183255_004 0401_0.jpg,A-6c,A-6b,66.80243682861328
898,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0811_183255_004 0862_0.jpg,A-6c,A-4,68.73703002929688
899,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0811_183255_004 1345_0.jpg,A-6c,A-6a,24.31689453125
900,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0811_183255_004 1663_0.jpg,A-6c,A-2,73.11103820800781
901,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0814_162326_004 0877_0.jpg,A-6c,A-6a,148.04254150390625
902,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0814_162326_004 0877_1.jpg,A-6c,A-6b,134.60458374023438
903,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0815_090538_005 0567_0.jpg,A-6c,A-6a,141.68125915527344
904,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0815_090538_005 0737_0.jpg,A-6c,A-2,152.74102783203125
905,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0815_090538_005 0945_0.jpg,A-6c,A-2,62.81832504272461
906,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0815_090538_005 0946_0.jpg,A-6c,A-2,26.299108505249023
907,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0171_0.jpg,A-6c,A-6b,51.08102416992188
908,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0172_0.jpg,A-6c,A-6a,48.312461853027344
909,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0574_0.jpg,A-6c,A-6b,77.26529693603516
910,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0575_0.jpg,A-6c,A-6a,39.66796875
911,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0750_0.jpg,A-6c,A-2,65.42119598388672
912,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0787_0.jpg,A-6c,A-2,74.98526000976562
913,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 0259_0.jpg,A-6c,A-6b,99.65281677246094
914,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 0260_0.jpg,A-6c,A-6b,134.6890106201172
915,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 0273_0.jpg,A-6c,A-6b,170.3734130859375
916,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1313_0.jpg,A-6c,A-6b,99.04080200195312
917,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1314_0.jpg,A-6c,A-2,82.3526382446289
918,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1434_0.jpg,A-6c,A-6b,136.98858642578125
919,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1509_0.jpg,A-6c,A-6b,135.57508850097656
920,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1664_0.jpg,A-6c,A-6b,143.00823974609375
921,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1790_0.jpg,A-6c,A-6a,161.2292022705078
922,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0901_165821_014 1235_0.jpg,A-6c,A-6b,28.71919631958008
923,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0901_165821_014 1777_0.jpg,A-6c,A-6b,89.54208374023438
924,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0901_173251_015 0094_0.jpg,A-6c,A-6a,26.457914352416992
925,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0901_173251_015 0423_0.jpg,A-6c,A-6a,108.0212173461914
926,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0901_173251_015 0444_0.jpg,A-6c,A-2,88.16263580322266
927,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 0222_0.jpg,A-6c,A-3,204.4808654785156
928,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 0921_0.jpg,A-6c,A-6b,213.5800628662109
929,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 0945_0.jpg,A-6c,A-6a,112.70218658447266
930,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1276_0.jpg,A-6c,A-6a,122.52247619628906
931,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1530_0.jpg,A-6c,A-8,127.96575164794922
932,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1647_0.jpg,A-6c,A-6b,150.720458984375
933,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1802_0.jpg,A-6c,A-6a,97.5712890625
934,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1803_0.jpg,A-6c,A-6b,164.48069763183594
935,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1935_0.jpg,A-6c,A-6a,114.64098358154295
936,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 2052_0.jpg,A-6c,A-12a,78.94608306884766
937,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 2053_0.jpg,A-6c,A-6b,109.98885345458984
938,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_193214_003 052_0.jpg,A-6c,A-6b,168.77203369140625
939,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0920_164444_043 0516_0.jpg,A-6c,A-12a,103.87942504882812
940,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0920_164444_043 0516_1.jpg,A-6c,A-6b,103.54019165039062
941,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_153929_042 1438_0.jpg,A-6c,A-2,160.1069793701172
942,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_153929_042 1660_0.jpg,A-6c,A-6b,64.74830627441406
943,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 0083_0.jpg,A-6c,A-2,135.8372802734375
944,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 0154_0.jpg,A-6c,A-6b,123.93610382080078
945,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 0457_0.jpg,A-6c,A-6b,87.94719696044922
946,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 0500_0.jpg,A-6c,A-6b,125.03530883789062
947,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 1135_0.jpg,A-6c,A-6a,75.91230773925781
948,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 1195_0.jpg,A-6c,A-6b,148.57781982421875
949,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0929_143436_042 1086_0.jpg,A-6c,A-6a,75.47007751464844
950,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0929_143436_042 1087_0.jpg,A-6c,A-6a,51.40842819213867
951,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0929_143436_042 2016_0.jpg,A-6c,A-12a,92.19448852539062
952,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0929_150907_043 0280_0.jpg,A-6c,A-6a,147.98248291015625
953,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0929_150907_043 0298_0.jpg,A-6c,A-8,133.18418884277344
954,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_162407_042 1337_0.jpg,A-6c,A-20,140.0953369140625
955,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_162407_042 1338_0.jpg,A-6c,A-6a,126.13047790527344
956,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_162407_042 1573_0.jpg,A-6c,A-6a,63.56515121459961
957,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_162407_042 1867_0.jpg,A-6c,A-6a,124.61078643798828
958,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_162407_042 1920_0.jpg,A-6c,A-6b,116.67591857910156
960,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0133_0.jpg,A-6d,A-2,165.1820526123047
964,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0183_0.jpg,A-6d,A-2,83.05328369140625
965,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0184_0.jpg,A-6d,A-12a,85.48929595947266
969,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0338_0.jpg,A-6d,A-20,158.3777313232422
970,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0357_0.jpg,A-6d,A-12a,75.78775787353516
973,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0358_1.jpg,A-6d,A-20,129.37088012695312
974,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0359_0.jpg,A-6d,A-20,118.76988220214844
983,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0867_1.jpg,A-6d,A-12a,83.53671264648438
