dataset_index,path,true_class,predicted_class,original_brightness
707,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_092421_001 0935_0.jpg,A-4,A-3,171.83042907714844
708,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_092421_001 0989_0.jpg,A-4,A-1,148.68177795410156
710,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_110958_003 1099_0.jpg,A-4,A-3,188.2369842529297
711,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_110958_003 1165_0.jpg,A-4,A-3,111.4322280883789
713,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-4\2019_1223_114427_004 0157_0.jpg,A-4,A-3,166.20767211914062
720,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0719_142601_003 1233_0.jpg,A-6a,A-6b,93.78868865966795
727,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0719_142601_003 1742_0.jpg,A-6a,A-6b,138.00929260253906
730,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0719_142601_003 2019_0.jpg,A-6a,A-6b,141.24522399902344
756,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0809_162432_004 0618_0.jpg,A-6a,A-6b,48.9370346069336
758,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0809_162432_004 0643_0.jpg,A-6a,A-6c,100.43038940429688
767,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0811_183255_004 0700_0.jpg,A-6a,A-6c,66.54718017578125
770,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6a\2019_0811_183255_004 1490_0.jpg,A-6a,A-6e,129.94703674316406
790,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0719_142601_003 0658_0.jpg,A-6b,A-6c,79.73088836669922
792,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0719_142601_003 0660_0.jpg,A-6b,A-6c,74.71238708496094
794,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0719_142601_003 1100_0.jpg,A-6b,A-6c,166.00369262695312
802,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0721_171043_003 1604_0.jpg,A-6b,A-6c,89.56661987304688
803,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0721_181936_005 025_0.jpg,A-6b,A-21,55.64860916137695
804,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0721_181936_005 025_1.jpg,A-6b,A-6c,30.622167587280277
805,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0726_185626_003 409_0.jpg,A-6b,A-6c,112.25611114501952
806,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0726_185626_003 410_0.jpg,A-6b,A-6c,193.6890106201172
809,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0809_155001_003 0513_0.jpg,A-6b,A-6c,74.56291198730469
810,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0809_155001_003 0844_0.jpg,A-6b,A-6c,61.43701171875
815,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0809_155001_003 1649_0.jpg,A-6b,A-12a,109.71935272216795
816,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0809_162432_004 0557_0.jpg,A-6b,A-6c,158.06509399414062
817,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0809_162432_004 0558_0.jpg,A-6b,A-6c,134.59567260742188
820,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0811_183255_004 0750_0.jpg,A-6b,A-6a,149.32493591308594
821,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0811_183255_004 1025_0.jpg,A-6b,A-6c,153.79461669921875
822,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0811_183255_004 1435_0.jpg,A-6b,A-30,146.146728515625
827,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0814_154857_003 0870_0.jpg,A-6b,A-6d,67.06544494628906
828,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0815_090538_005 0492_0.jpg,A-6b,A-6d,153.10989379882812
829,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0815_090538_005 0768_0.jpg,A-6b,A-6c,141.57858276367188
838,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0818_131042_009 1824_0.jpg,A-6b,A-6c,111.93538665771484
839,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0901_165821_014 1070_0.jpg,A-6b,A-6a,97.85041046142578
841,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0901_165821_014 1936_0.jpg,A-6b,A-6a,114.99410247802734
845,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0901_173251_015 0852_1.jpg,A-6b,A-6c,34.4041862487793
848,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 0864_0.jpg,A-6b,A-6c,93.14541625976562
854,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0905_182313_001 2070_0.jpg,A-6b,A-21,15.515708923339844
855,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0920_161014_042 0534_0.jpg,A-6b,A-3,37.04265594482422
856,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0922_153729_042 0899_0.jpg,A-6b,A-6a,41.60774612426758
857,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_153929_042 0576_0.jpg,A-6b,A-3,42.72345733642578
859,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0927_153929_042 1400_0.jpg,A-6b,A-6c,145.84677124023438
867,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0929_143436_042 0976_0.jpg,A-6b,A-6c,81.4232406616211
873,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6b\2019_0929_150907_043 0043_0.jpg,A-6b,A-6c,149.1068572998047
874,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1132_0.jpg,A-6c,A-6b,192.87240600585935
877,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1612_0.jpg,A-6c,A-6b,174.32577514648438
879,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1667_0.jpg,A-6c,A-6b,152.90762329101562
881,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0719_142601_003 1966_0.jpg,A-6c,A-6b,112.76644897460938
887,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0726_185626_003 976_0.jpg,A-6c,A-6b,230.69749450683597
888,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_155001_003 1343_0.jpg,A-6c,A-6b,192.0492401123047
890,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_155001_003 1855_0.jpg,A-6c,A-6b,167.08609008789062
894,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0809_162432_004 0657_0.jpg,A-6c,A-6b,131.40390014648438
899,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0811_183255_004 1345_0.jpg,A-6c,A-6b,24.31689453125
900,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0811_183255_004 1663_0.jpg,A-6c,A-1,73.11103820800781
905,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0815_090538_005 0945_0.jpg,A-6c,A-3,62.81832504272461
906,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0815_090538_005 0946_0.jpg,A-6c,A-6b,26.299108505249023
909,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0574_0.jpg,A-6c,A-6b,77.26529693603516
910,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0816_172034_007 0575_0.jpg,A-6c,A-6a,39.66796875
919,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1509_0.jpg,A-6c,A-6b,135.57508850097656
920,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0818_131042_009 1664_0.jpg,A-6c,A-6b,143.00823974609375
925,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0901_173251_015 0423_0.jpg,A-6c,A-6b,108.0212173461914
926,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0901_173251_015 0444_0.jpg,A-6c,A-6e,88.16263580322266
927,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 0222_0.jpg,A-6c,A-6b,204.4808654785156
928,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 0921_0.jpg,A-6c,A-6b,213.5800628662109
929,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 0945_0.jpg,A-6c,A-6b,112.70218658447266
932,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1647_0.jpg,A-6c,A-6b,150.720458984375
933,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1802_0.jpg,A-6c,A-6b,97.5712890625
934,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1803_0.jpg,A-6c,A-6b,164.48069763183594
935,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0905_182313_001 1935_0.jpg,A-6c,A-6b,114.64098358154295
940,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0920_164444_043 0516_1.jpg,A-6c,A-6b,103.54019165039062
941,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_153929_042 1438_0.jpg,A-6c,A-6b,160.1069793701172
942,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_153929_042 1660_0.jpg,A-6c,A-6b,64.74830627441406
943,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 0083_0.jpg,A-6c,A-6b,135.8372802734375
946,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0927_161359_043 0500_0.jpg,A-6c,A-6b,125.03530883789062
950,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0929_143436_042 1087_0.jpg,A-6c,A-3,51.40842819213867
951,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_0929_143436_042 2016_0.jpg,A-6c,A-6b,92.19448852539062
955,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_162407_042 1338_0.jpg,A-6c,A-6b,126.13047790527344
957,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_162407_042 1867_0.jpg,A-6c,A-6b,124.61078643798828
959,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6c\2019_1030_165838_043 0130_0.jpg,A-6c,A-6b,103.60592651367188
960,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0133_0.jpg,A-6d,A-6e,165.1820526123047
962,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0169_0.jpg,A-6d,A-6e,87.14276885986328
964,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0183_0.jpg,A-6d,A-6b,83.05328369140625
965,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0184_0.jpg,A-6d,A-6b,85.48929595947266
967,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0228_0.jpg,A-6d,A-6e,163.00448608398438
970,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0357_0.jpg,A-6d,A-6e,75.78775787353516
981,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0866_1.jpg,A-6d,A-6e,97.8235855102539
984,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0951_0.jpg,A-6d,A-6e,100.93170166015624
985,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0719_142601_003 0951_1.jpg,A-6d,A-6e,155.11093139648438
988,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0721_181936_005 113_1.jpg,A-6d,A-6e,128.97042846679688
989,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0721_181936_005 179_0.jpg,A-6d,A-6e,34.44073867797852
990,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0721_181936_005 179_1.jpg,A-6d,A-6e,125.08123016357422
992,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0721_181936_005 180_1.jpg,A-6d,A-30,79.57032012939453
995,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0721_181936_005 534_0.jpg,A-6d,A-6e,56.80474853515625
996,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0809_155001_003 0347_0.jpg,A-6d,A-6e,173.10275268554688
999,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0809_155001_003 0563_0.jpg,A-6d,A-6e,159.53121948242188
1001,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0809_155001_003 0584_0.jpg,A-6d,A-6e,103.2289047241211
1008,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0809_155001_003 1054_0.jpg,A-6d,A-6e,215.7093048095703
1015,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0811_183255_004 1915_0.jpg,A-6d,A-6e,102.42683410644533
1018,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0811_190715_005 194_0.jpg,A-6d,A-6e,121.0950927734375
1019,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6d\2019_0811_190715_005 194_1.jpg,A-6d,A-6e,38.26580047607422
1024,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6e\2019_0719_142601_003 0183_mirrored_0.jpg,A-6e,A-6b,73.86685180664062
1027,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6e\2019_0719_142601_003 0228_mirrored_0.jpg,A-6e,A-6d,203.71011352539065
1039,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6e\2019_0719_142601_003 0544_mirrored_0.jpg,A-6e,A-6d,50.9245491027832
1040,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6e\2019_0719_142601_003 0866_mirrored_0.jpg,A-6e,A-6c,55.294898986816406
1051,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6e\2019_0721_181936_005 180_mirrored_0.jpg,A-6e,A-11a,92.82556915283205
1065,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6e\2019_0809_155001_003 0788_mirrored_0.jpg,A-6e,A-11,74.90401458740234
1067,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-6e\2019_0809_155001_003 0789_mirrored_0.jpg,A-6e,A-6d,65.3989028930664
1109,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-7\2019_0721_171043_003 0557_0.jpg,A-7,A-6e,61.87837600708008
1115,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-7\2019_0721_171043_003 1408_0.jpg,A-7,A-30,118.53245544433594
1124,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-7\2019_0721_181936_005 699_0.jpg,A-7,D-1,23.48019790649414
1178,C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\test\A-7\2019_0811_175830_003 1426_0.jpg,A-7,D-1,65.98697662353516
